complex_id	complex_name	protein_id
324	39S ribosomal subunit, mitochondrial	P49406
324	39S ribosomal subunit, mitochondrial	Q5T653
324	39S ribosomal subunit, mitochondrial	Q9BYC9
324	39S ribosomal subunit, mitochondrial	Q7Z2W9
324	39S ribosomal subunit, mitochondrial	Q9NWU5
324	39S ribosomal subunit, mitochondrial	Q16540
324	39S ribosomal subunit, mitochondrial	Q96A35
324	39S ribosomal subunit, mitochondrial	Q9P0M9
324	39S ribosomal subunit, mitochondrial	Q13084
324	39S ribosomal subunit, mitochondrial	P09001
324	39S ribosomal subunit, mitochondrial	Q8TCC3
324	39S ribosomal subunit, mitochondrial	Q9BYC8
324	39S ribosomal subunit, mitochondrial	O75394
324	39S ribosomal subunit, mitochondrial	Q9BQ48
324	39S ribosomal subunit, mitochondrial	Q9NZE8
324	39S ribosomal subunit, mitochondrial	Q9P0J6
324	39S ribosomal subunit, mitochondrial	Q9BZE1
324	39S ribosomal subunit, mitochondrial	Q96DV4
324	39S ribosomal subunit, mitochondrial	Q9NYK5
324	39S ribosomal subunit, mitochondrial	Q9BYD3
324	39S ribosomal subunit, mitochondrial	Q9NQ50
324	39S ribosomal subunit, mitochondrial	Q8IXM3
324	39S ribosomal subunit, mitochondrial	Q6FID1
324	39S ribosomal subunit, mitochondrial	Q8N983
324	39S ribosomal subunit, mitochondrial	Q9H9J2
324	39S ribosomal subunit, mitochondrial	Q9BRJ2
324	39S ribosomal subunit, mitochondrial	Q9H2W6
324	39S ribosomal subunit, mitochondrial	Q9HD33
324	39S ribosomal subunit, mitochondrial	Q96GC5
324	39S ribosomal subunit, mitochondrial	Q13405
324	39S ribosomal subunit, mitochondrial	Q8N5N7
324	39S ribosomal subunit, mitochondrial	Q4U2R6
324	39S ribosomal subunit, mitochondrial	Q86TS9
324	39S ribosomal subunit, mitochondrial	Q96EL3
324	39S ribosomal subunit, mitochondrial	Q6P161
324	39S ribosomal subunit, mitochondrial	Q7Z7F7
324	39S ribosomal subunit, mitochondrial	Q9BYD2
3262	SCAMP1-SCAMP2-SCAMP3 complex	O15126
3262	SCAMP1-SCAMP2-SCAMP3 complex	O15127
3262	SCAMP1-SCAMP2-SCAMP3 complex	O14828
3263	HERP1/HEY2-NCOR-SIN3A complex	Q13547
3263	HERP1/HEY2-NCOR-SIN3A complex	Q9UBP5
3263	HERP1/HEY2-NCOR-SIN3A complex	Q9Y618
3263	HERP1/HEY2-NCOR-SIN3A complex	Q96ST3
3269	RB1-HDAC1-BRG1 complex	Q13547
3269	RB1-HDAC1-BRG1 complex	P06400
3269	RB1-HDAC1-BRG1 complex	P51532
3270	Delta1 homodimer complex	O00548
3271	Gamma-secretase-Delta1 complex	Q96BI3
3271	Gamma-secretase-Delta1 complex	O00548
3271	Gamma-secretase-Delta1 complex	Q92542
3271	Gamma-secretase-Delta1 complex	P49768
3271	Gamma-secretase-Delta1 complex	Q9NZ42
328	Ku antigen complex	P13010
328	Ku antigen complex	P12956
3284	SMN complex (GEMIN5,2,3,4, SMN)	Q9UHI6
3284	SMN complex (GEMIN5,2,3,4, SMN)	P57678
3284	SMN complex (GEMIN5,2,3,4, SMN)	Q8TEQ6
3284	SMN complex (GEMIN5,2,3,4, SMN)	O14893
3284	SMN complex (GEMIN5,2,3,4, SMN)	Q16637
3296	SMN complex (GEMIN5,4,3), SMN-independent intermediate	Q9UHI6
3296	SMN complex (GEMIN5,4,3), SMN-independent intermediate	P57678
3296	SMN complex (GEMIN5,4,3), SMN-independent intermediate	Q8TEQ6
3297	SMN complex (GEMIN6,7, UNRIP), SMN-independent intermediate	Q8WXD5
3297	SMN complex (GEMIN6,7, UNRIP), SMN-independent intermediate	Q9H840
3297	SMN complex (GEMIN6,7, UNRIP), SMN-independent intermediate	Q9Y3F4
3298	SMN complex (GEMIN2,5, SMN)	Q8TEQ6
3298	SMN complex (GEMIN2,5, SMN)	O14893
3298	SMN complex (GEMIN2,5, SMN)	Q16637
33	Prefoldin	O60925
33	Prefoldin	Q9UHV9
33	Prefoldin	Q9NQP4
33	Prefoldin	Q99471
33	Prefoldin	O15212
33	Prefoldin	P61758
330	PSF-p54(nrb) complex	Q15233
330	PSF-p54(nrb) complex	P23246
331	MRN complex (MRE11-RAD50-NBN complex)	P49959
331	MRN complex (MRE11-RAD50-NBN complex)	O60934
331	MRN complex (MRE11-RAD50-NBN complex)	Q92878
3335	Homotetrameric complex NIAP	Q13075
335	p54(nrb)-PSF-matrin3 complex	P43243
335	p54(nrb)-PSF-matrin3 complex	Q15233
335	p54(nrb)-PSF-matrin3 complex	P23246
336	DNA ligase IV-XRCC4-AHNK complex	Q09666
336	DNA ligase IV-XRCC4-AHNK complex	P49917
336	DNA ligase IV-XRCC4-AHNK complex	Q13426
338	40S ribosomal subunit, cytoplasmic	P62861
338	40S ribosomal subunit, cytoplasmic	P46783
338	40S ribosomal subunit, cytoplasmic	P62280
338	40S ribosomal subunit, cytoplasmic	P25398
338	40S ribosomal subunit, cytoplasmic	P62277
338	40S ribosomal subunit, cytoplasmic	P62263
338	40S ribosomal subunit, cytoplasmic	P62841
338	40S ribosomal subunit, cytoplasmic	P62244
338	40S ribosomal subunit, cytoplasmic	P62249
338	40S ribosomal subunit, cytoplasmic	P08708
338	40S ribosomal subunit, cytoplasmic	P62269
338	40S ribosomal subunit, cytoplasmic	P39019
338	40S ribosomal subunit, cytoplasmic	P15880
338	40S ribosomal subunit, cytoplasmic	P60866
338	40S ribosomal subunit, cytoplasmic	P63220
338	40S ribosomal subunit, cytoplasmic	P62266
338	40S ribosomal subunit, cytoplasmic	P62847
338	40S ribosomal subunit, cytoplasmic	P62851
338	40S ribosomal subunit, cytoplasmic	P62854
338	40S ribosomal subunit, cytoplasmic	P62979
338	40S ribosomal subunit, cytoplasmic	P62857
338	40S ribosomal subunit, cytoplasmic	P62273
338	40S ribosomal subunit, cytoplasmic	P23396
338	40S ribosomal subunit, cytoplasmic	P61247
338	40S ribosomal subunit, cytoplasmic	P62701
338	40S ribosomal subunit, cytoplasmic	P46782
338	40S ribosomal subunit, cytoplasmic	P62753
338	40S ribosomal subunit, cytoplasmic	P62081
338	40S ribosomal subunit, cytoplasmic	P62241
338	40S ribosomal subunit, cytoplasmic	P46781
338	40S ribosomal subunit, cytoplasmic	P08865
343	Sarcoglycan-sarcospan complex SG-SPN	Q16586
343	Sarcoglycan-sarcospan complex SG-SPN	Q16585
343	Sarcoglycan-sarcospan complex SG-SPN	Q92629
343	Sarcoglycan-sarcospan complex SG-SPN	Q13326
343	Sarcoglycan-sarcospan complex SG-SPN	Q14714
344	DNA ligase IV-XRCC4 complex (LX complex)	P49917
344	DNA ligase IV-XRCC4 complex (LX complex)	Q13426
345	DNA ligase IV-XRCC4 complex (LX complex)	P49917
345	DNA ligase IV-XRCC4 complex (LX complex)	Q13426
3492	Bax homooligomeric complex, after apoptotic stimulation	Q07812
350	DNA ligase IV-XRCC4-PNK complex	P49917
350	DNA ligase IV-XRCC4-PNK complex	Q96T60
350	DNA ligase IV-XRCC4-PNK complex	Q13426
351	Spliceosome	Q9UKV3
351	Spliceosome	O60306
351	Spliceosome	Q13838
351	Spliceosome	O75934
351	Spliceosome	Q9BRD0
351	Spliceosome	P41223
351	Spliceosome	Q9Y6A4
351	Spliceosome	Q8WUQ7
351	Spliceosome	Q9BQ61
351	Spliceosome	O95400
351	Spliceosome	O60508
351	Spliceosome	Q99459
351	Spliceosome	Q14011
351	Spliceosome	Q16630
351	Spliceosome	Q9NYV4
351	Spliceosome	Q9BZJ0
351	Spliceosome	O95232
351	Spliceosome	Q8WYA6
351	Spliceosome	Q9P013
351	Spliceosome	Q9HCG8
351	Spliceosome	Q92841
351	Spliceosome	Q9BUQ8
351	Spliceosome	O00571
351	Spliceosome	Q9UJV9
351	Spliceosome	Q7L014
351	Spliceosome	P17844
351	Spliceosome	Q96DF8
351	Spliceosome	O43143
351	Spliceosome	O60231
351	Spliceosome	Q92620
351	Spliceosome	Q14562
351	Spliceosome	Q08211
351	Spliceosome	O75937
351	Spliceosome	Q15029
351	Spliceosome	P38919
351	Spliceosome	Q4ZG51
351	Spliceosome	Q9Y5B6
351	Spliceosome	O43719
351	Spliceosome	O00425
351	Spliceosome	Q13123
351	Spliceosome	Q9ULR0
351	Spliceosome	Q69YN4
351	Spliceosome	Q9Y333
351	Spliceosome	P62310
351	Spliceosome	Q9Y4Z0
351	Spliceosome	P62312
351	Spliceosome	Q9UK45
351	Spliceosome	P61326
351	Spliceosome	P55081
351	Spliceosome	Q9HCE1
351	Spliceosome	Q09161
351	Spliceosome	P52298
351	Spliceosome	P55769
351	Spliceosome	O43809
351	Spliceosome	P11940
351	Spliceosome	O43660
351	Spliceosome	Q9UNP9
351	Spliceosome	O43447
351	Spliceosome	Q9Y3C6
351	Spliceosome	Q13356
351	Spliceosome	Q9H2H8
351	Spliceosome	O15355
351	Spliceosome	Q96BP3
351	Spliceosome	Q99633
351	Spliceosome	Q9UMS4
351	Spliceosome	O43395
351	Spliceosome	Q8WWY3
351	Spliceosome	O43172
351	Spliceosome	O75400
351	Spliceosome	Q13523
351	Spliceosome	O94906
351	Spliceosome	Q6P2Q9
351	Spliceosome	Q9UHX1
351	Spliceosome	Q96T37
351	Spliceosome	Q96I25
351	Spliceosome	Q9NW64
351	Spliceosome	P49756
351	Spliceosome	Q14498
351	Spliceosome	Q9Y5S9
351	Spliceosome	Q15287
351	Spliceosome	O43290
351	Spliceosome	Q15637
351	Spliceosome	Q15459
351	Spliceosome	Q15428
351	Spliceosome	Q12874
351	Spliceosome	O75533
351	Spliceosome	Q9Y3B4
351	Spliceosome	Q13435
351	Spliceosome	Q15393
351	Spliceosome	Q15427
351	Spliceosome	Q07955
351	Spliceosome	Q05519
351	Spliceosome	Q01130
351	Spliceosome	P84103
351	Spliceosome	Q08170
351	Spliceosome	Q13243
351	Spliceosome	Q16629
351	Spliceosome	P42285
351	Spliceosome	O95391
351	Spliceosome	O75940
351	Spliceosome	Q2TAY7
351	Spliceosome	O75643
351	Spliceosome	Q8WVK2
351	Spliceosome	Q96DI7
351	Spliceosome	P08621
351	Spliceosome	P09012
351	Spliceosome	P09661
351	Spliceosome	P14678
351	Spliceosome	P08579
351	Spliceosome	P09234
351	Spliceosome	P62314
351	Spliceosome	P62316
351	Spliceosome	P62318
351	Spliceosome	P62304
351	Spliceosome	P62306
351	Spliceosome	P62308
351	Spliceosome	Q13573
351	Spliceosome	Q96T58
351	Spliceosome	O15042
351	Spliceosome	Q8IYB3
351	Spliceosome	Q9UQ35
351	Spliceosome	Q9BXP5
351	Spliceosome	Q13247
351	Spliceosome	Q13242
351	Spliceosome	O95926
351	Spliceosome	O14776
351	Spliceosome	Q9UBB9
351	Spliceosome	Q96FV9
351	Spliceosome	Q8NI27
351	Spliceosome	Q96J01
351	Spliceosome	Q86V81
351	Spliceosome	Q13769
351	Spliceosome	Q86W42
351	Spliceosome	Q6I9Y2
351	Spliceosome	P62995
351	Spliceosome	P83876
351	Spliceosome	Q01081
351	Spliceosome	P26368
351	Spliceosome	Q53GS9
351	Spliceosome	Q9Y2W2
351	Spliceosome	Q15007
351	Spliceosome	Q9HCS7
351	Spliceosome	O43670
352	DNA ligase IV-XRCC4 complex	P49917
352	DNA ligase IV-XRCC4 complex	Q13426
3522	COG complex	Q8WTW3
3522	COG complex	Q14746
3522	COG complex	Q96JB2
3522	COG complex	Q9H9E3
3522	COG complex	Q9UP83
3522	COG complex	Q9Y2V7
3522	COG complex	P83436
3522	COG complex	Q96MW5
3525	Tetrameric COG subcomplex	Q9UP83
3525	Tetrameric COG subcomplex	Q9Y2V7
3525	Tetrameric COG subcomplex	P83436
3525	Tetrameric COG subcomplex	Q96MW5
3529	Ternary COG subcomplex	Q9UP83
3529	Ternary COG subcomplex	Q9Y2V7
3529	Ternary COG subcomplex	P83436
353	DNA ligase IV-condensin complex	P49917
353	DNA ligase IV-condensin complex	O95347
353	DNA ligase IV-condensin complex	Q9NTJ3
3530	Binary COG subcomplex	Q9UP83
3530	Binary COG subcomplex	P83436
3532	COG1-COG8 subcomplex	Q8WTW3
3532	COG1-COG8 subcomplex	Q96MW5
354	DNA ligase IV-XRCC4 complex	P49917
354	DNA ligase IV-XRCC4 complex	Q13426
3544	COG2-COG3-COG4 subcomplex	Q14746
3544	COG2-COG3-COG4 subcomplex	Q96JB2
3544	COG2-COG3-COG4 subcomplex	Q9H9E3
3545	COG5-COG6-COG7 subcomplex	Q9UP83
3545	COG5-COG6-COG7 subcomplex	Q9Y2V7
3545	COG5-COG6-COG7 subcomplex	P83436
355	DNA-PK-Ku antigen complex	P78527
355	DNA-PK-Ku antigen complex	P13010
355	DNA-PK-Ku antigen complex	P12956
3551	COG1-COG8-COG2-COG3-COG4 subcomplex	Q8WTW3
3551	COG1-COG8-COG2-COG3-COG4 subcomplex	Q14746
3551	COG1-COG8-COG2-COG3-COG4 subcomplex	Q96JB2
3551	COG1-COG8-COG2-COG3-COG4 subcomplex	Q9H9E3
3551	COG1-COG8-COG2-COG3-COG4 subcomplex	Q96MW5
3552	COG1-COG8-COG5-COG6-COG7 subcomplex	Q8WTW3
3552	COG1-COG8-COG5-COG6-COG7 subcomplex	Q9UP83
3552	COG1-COG8-COG5-COG6-COG7 subcomplex	Q9Y2V7
3552	COG1-COG8-COG5-COG6-COG7 subcomplex	P83436
3552	COG1-COG8-COG5-COG6-COG7 subcomplex	Q96MW5
3556	COG complex	Q8WTW3
3556	COG complex	Q14746
3556	COG complex	Q96JB2
3556	COG complex	Q9H9E3
3556	COG complex	Q9UP83
3556	COG complex	Q9Y2V7
3556	COG complex	P83436
3556	COG complex	Q96MW5
356	DNA-PK-Ku antigen complex	P78527
356	DNA-PK-Ku antigen complex	P13010
356	DNA-PK-Ku antigen complex	P12956
357	DNA-PK-Ku antigen complex	P78527
357	DNA-PK-Ku antigen complex	P13010
357	DNA-PK-Ku antigen complex	P12956
359	DNA ligase IV-XRCC4-XLF complex	P49917
359	DNA ligase IV-XRCC4-XLF complex	Q9H9Q4
359	DNA ligase IV-XRCC4-XLF complex	Q13426
36	AP1 adaptor complex	Q10567
36	AP1 adaptor complex	O43747
36	AP1 adaptor complex	O75843
36	AP1 adaptor complex	Q9BXS5
36	AP1 adaptor complex	Q9Y6Q5
36	AP1 adaptor complex	P61966
36	AP1 adaptor complex	P56377
36	AP1 adaptor complex	Q96PC3
360	Artemis-DNA-PK complex	Q96SD1
360	Artemis-DNA-PK complex	P78527
361	Artemis-DNA-PK complex	Q96SD1
361	Artemis-DNA-PK complex	P78527
3618	GammaH2AFX-NDHII-Ku70-DNA complex	Q08211
3618	GammaH2AFX-NDHII-Ku70-DNA complex	P16104
3618	GammaH2AFX-NDHII-Ku70-DNA complex	P12956
362	DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex	P49916
362	DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex	Q96T60
362	DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex	P06746
362	DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex	P18887
363	DNA ligase III-XRCC1 complex	P49916
363	DNA ligase III-XRCC1 complex	P18887
3634	NR3C2-UBC9-SRC-1 complex	Q15788
3634	NR3C2-UBC9-SRC-1 complex	P08235
3634	NR3C2-UBC9-SRC-1 complex	P63279
365	DNA ligase III-XRCC1 complex	P49916
365	DNA ligase III-XRCC1 complex	P18887
3677	RIN1-STAM2-HRS complex	O14964
3677	RIN1-STAM2-HRS complex	Q13671
3677	RIN1-STAM2-HRS complex	O75886
3678	RIN1-STAM2-EGFR complex, EGF stimulated	P00533
3678	RIN1-STAM2-EGFR complex, EGF stimulated	Q13671
3678	RIN1-STAM2-EGFR complex, EGF stimulated	O75886
368	ERCC1-ERCC4-MSH2 complex	P07992
368	ERCC1-ERCC4-MSH2 complex	Q92889
368	ERCC1-ERCC4-MSH2 complex	P43246
369	MSH2-MSH6-PMS2-MLH1 complex	P40692
369	MSH2-MSH6-PMS2-MLH1 complex	P43246
369	MSH2-MSH6-PMS2-MLH1 complex	P52701
369	MSH2-MSH6-PMS2-MLH1 complex	P54278
370	MSH2-MSH6-PMS1-MLH1 complex	P40692
370	MSH2-MSH6-PMS1-MLH1 complex	P43246
370	MSH2-MSH6-PMS1-MLH1 complex	P52701
370	MSH2-MSH6-PMS1-MLH1 complex	P54277
3710	CHL2-BMP2 complex	P12643
3710	CHL2-BMP2 complex	Q6WN34
3711	CHL2-BMP2-TSG complex	P12643
3711	CHL2-BMP2-TSG complex	Q6WN34
3711	CHL2-BMP2-TSG complex	Q9GZX9
3714	Pericentrin-GCP complex	O95613
3714	Pericentrin-GCP complex	Q9BSJ2
3714	Pericentrin-GCP complex	Q96CW5
3729	SKI-SMAD2 hexameric complex	P12755
3729	SKI-SMAD2 hexameric complex	Q15796
3733	SKI-SMAD3 hexameric complex	P12755
3733	SKI-SMAD3 hexameric complex	P84022
3739	SKI-SMAD2-SMAD4  pentameric complex	P12755
3739	SKI-SMAD2-SMAD4  pentameric complex	Q15796
3739	SKI-SMAD2-SMAD4  pentameric complex	Q13485
374	MSH2-MSH6 complex	P43246
374	MSH2-MSH6 complex	P52701
3740	SKI-SMAD3-SMAD4  pentameric complex	P12755
3740	SKI-SMAD3-SMAD4  pentameric complex	P84022
3740	SKI-SMAD3-SMAD4  pentameric complex	Q13485
3749	CREBBP-SMAD2 hexameric complex	Q92793
3749	CREBBP-SMAD2 hexameric complex	Q15796
375	MSH2-MSH3 complex	P43246
375	MSH2-MSH3 complex	P20585
3750	CREBBP-SMAD3 hexameric complex	Q92793
3750	CREBBP-SMAD3 hexameric complex	P84022
3753	CREBBP-SMAD2-SMAD4 pentameric complex	Q92793
3753	CREBBP-SMAD2-SMAD4 pentameric complex	Q15796
3753	CREBBP-SMAD2-SMAD4 pentameric complex	Q13485
3754	CREBBP-SMAD3-SMAD4 pentameric complex	Q92793
3754	CREBBP-SMAD3-SMAD4 pentameric complex	P84022
3754	CREBBP-SMAD3-SMAD4 pentameric complex	Q13485
376	PCNA-MutS-alpha-MutL-alpha-DNA complex	P40692
376	PCNA-MutS-alpha-MutL-alpha-DNA complex	P43246
376	PCNA-MutS-alpha-MutL-alpha-DNA complex	P52701
376	PCNA-MutS-alpha-MutL-alpha-DNA complex	P12004
376	PCNA-MutS-alpha-MutL-alpha-DNA complex	P54278
377	PCNA-MutS-alpha-DNA initial complex	P43246
377	PCNA-MutS-alpha-DNA initial complex	P52701
377	PCNA-MutS-alpha-DNA initial complex	P12004
378	MutS-beta complex	P43246
378	MutS-beta complex	P20585
379	MutL-alpha complex	P40692
379	MutL-alpha complex	P54278
380	MutL-beta complex	P40692
380	MutL-beta complex	P54277
3828	DRIP78-PHLP complex	Q6Y2X3
3828	DRIP78-PHLP complex	Q13371
3830	ADRB2 homodimer complex	P07550
3847	TCL1(trimer)-AKT1 complex	P31749
3847	TCL1(trimer)-AKT1 complex	P56279
3848	TCL1(trimer)-AKT2 complex	P31751
3848	TCL1(trimer)-AKT2 complex	P56279
3849	TCL1(homotrimer) complex	P56279
3853	Rb-HDAC1 complex	Q13547
3853	Rb-HDAC1 complex	P06400
386	Ubiquitin E3 ligase (UBADC1, RNF123)	Q5XPI4
386	Ubiquitin E3 ligase (UBADC1, RNF123)	Q9BSL1
387	MCM complex	P49736
387	MCM complex	P25205
387	MCM complex	P33991
387	MCM complex	P33992
387	MCM complex	Q14566
387	MCM complex	P33993
389	ORC complex (origin recognition complex)	Q13415
389	ORC complex (origin recognition complex)	Q13416
389	ORC complex (origin recognition complex)	Q9UBD5
389	ORC complex (origin recognition complex)	O43929
389	ORC complex (origin recognition complex)	O43913
389	ORC complex (origin recognition complex)	Q9Y5N6
390	Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1)	Q13616
390	Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1)	Q9UKT8
390	Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1)	P63208
3900	GABP(gamma)1-E2F1-DP1 complex	Q01094
3900	GABP(gamma)1-E2F1-DP1 complex	Q8TAK5
3900	GABP(gamma)1-E2F1-DP1 complex	Q14186
391	Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)	Q13619
391	Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)	Q16531
391	Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)	P62877
3917	Ternary complex (GATA4, SRF, MYOCD)	P43694
3917	Ternary complex (GATA4, SRF, MYOCD)	Q8IZQ8
3917	Ternary complex (GATA4, SRF, MYOCD)	P11831
393	Succinyl-CoA synthetase, GDP-forming	P53597
393	Succinyl-CoA synthetase, GDP-forming	Q96I99
394	Succinyl-CoA synthetase, ADP-forming	Q9P2R7
394	Succinyl-CoA synthetase, ADP-forming	P53597
3941	RCP-Rab11 complex	P62491
3941	RCP-Rab11 complex	Q6WKZ4
3959	SMAD3-SMAD4-cSKI, TGF(beta)-dependent	P12755
3959	SMAD3-SMAD4-cSKI, TGF(beta)-dependent	P84022
3959	SMAD3-SMAD4-cSKI, TGF(beta)-dependent	Q13485
3961	SMAD3-cSKI-SIN3A-HDAC1 complex	Q13547
3961	SMAD3-cSKI-SIN3A-HDAC1 complex	Q96ST3
3961	SMAD3-cSKI-SIN3A-HDAC1 complex	P12755
3961	SMAD3-cSKI-SIN3A-HDAC1 complex	P84022
3972	SMURF2-SMAD3-SnoN complex, TGF(beta)-dependent	P12757
3972	SMURF2-SMAD3-SnoN complex, TGF(beta)-dependent	P84022
3972	SMURF2-SMAD3-SnoN complex, TGF(beta)-dependent	Q9HAU4
3979	mTORC2 complex (mTOR/FRAP1, LST8, mAVO3/RICTOR, SIN1)	P42345
3979	mTORC2 complex (mTOR/FRAP1, LST8, mAVO3/RICTOR, SIN1)	Q9BVC4
3979	mTORC2 complex (mTOR/FRAP1, LST8, mAVO3/RICTOR, SIN1)	Q9BPZ7
3979	mTORC2 complex (mTOR/FRAP1, LST8, mAVO3/RICTOR, SIN1)	Q6R327
3980	mTOR-RAPTOR complex	P42345
3980	mTOR-RAPTOR complex	Q9BVC4
3980	mTOR-RAPTOR complex	Q8N122
3988	ClpP complex, heptameric	Q16740
3991	ClpX complex, hexameric	O76031
3992	ClpXP complex	Q16740
3992	ClpXP complex	O76031
4	Multisubunit ACTR coactivator complex	Q92793
4	Multisubunit ACTR coactivator complex	Q09472
4	Multisubunit ACTR coactivator complex	Q9Y6Q9
4	Multisubunit ACTR coactivator complex	Q92831
4025	Affixin-actinin(alpha) complex	P12814
4025	Affixin-actinin(alpha) complex	Q9HBI1
4039	PAR4-BACE1 complex	P56817
4039	PAR4-BACE1 complex	Q96IZ0
404	Isocitrate dehydrogenase, cytoplasmic	O75874
4043	NEMO-HIF2(alpha)-ARNT complex	P27540
4043	NEMO-HIF2(alpha)-ARNT complex	Q99814
4043	NEMO-HIF2(alpha)-ARNT complex	Q9Y6K9
4062	NRP1-VEGFR2-VEGF(165) complex	P35968
4062	NRP1-VEGFR2-VEGF(165) complex	O14786
4062	NRP1-VEGFR2-VEGF(165) complex	P15692
407	Guanylyl cyclase, soluble (GUCY1A2, GUCY1B3)	P33402
407	Guanylyl cyclase, soluble (GUCY1A2, GUCY1B3)	Q02153
4072	Heterotrimeric SKP1-CUL1-ROC1 complex	Q13616
4072	Heterotrimeric SKP1-CUL1-ROC1 complex	P62877
4072	Heterotrimeric SKP1-CUL1-ROC1 complex	P63208
408	Guanylyl cyclase, soluble (GUCY1A3, GUCY1B3)	Q02108
408	Guanylyl cyclase, soluble (GUCY1A3, GUCY1B3)	Q02153
4081	Ku70/Ku86 complex	P13010
4081	Ku70/Ku86 complex	P12956
4082	Ku70/Ku86/Werner complex	Q14191
4082	Ku70/Ku86/Werner complex	P13010
4082	Ku70/Ku86/Werner complex	P12956
4089	SMAD6-HOXC8 complex	P31273
4089	SMAD6-HOXC8 complex	O43541
4090	SMAD6-HOXA9 complex	P31269
4090	SMAD6-HOXA9 complex	O43541
4095	Catulin (alpha) - catenin (beta) complex	Q9UBT7
4095	Catulin (alpha) - catenin (beta) complex	P35222
4096	Catenin (alpha) - catenin (beta) complex	P35221
4096	Catenin (alpha) - catenin (beta) complex	P35222
41	Mi-2/NuRD-MTA2 complex	P41182
41	Mi-2/NuRD-MTA2 complex	Q13547
41	Mi-2/NuRD-MTA2 complex	O95983
41	Mi-2/NuRD-MTA2 complex	O94776
41	Mi-2/NuRD-MTA2 complex	Q9BTC8
415	EXO1-MLH1-PMS2 complex	Q9UQ84
415	EXO1-MLH1-PMS2 complex	P40692
415	EXO1-MLH1-PMS2 complex	P54278
4158-1	HSP90-FKBP38-CAM-Ca(2+) complex-1	P62158
4158-1	HSP90-FKBP38-CAM-Ca(2+) complex-1	Q14318
4158-1	HSP90-FKBP38-CAM-Ca(2+) complex-1	P07900
4158-2	HSP90-FKBP38-CAM-Ca(2+) complex-2	P62158
4158-2	HSP90-FKBP38-CAM-Ca(2+) complex-2	Q14318
4158-2	HSP90-FKBP38-CAM-Ca(2+) complex-2	P08238
419	Farnesyltransferase	P49354
419	Farnesyltransferase	P49356
4200	DLP1-hFIS1 complex	O00429
4200	DLP1-hFIS1 complex	Q9Y3D6
4216	GR-hnRNP U complex	Q00839
4216	GR-hnRNP U complex	P04150
422	Beta-dystroglycan-caveolin-3 complex	P56539
422	Beta-dystroglycan-caveolin-3 complex	Q14118
423	EXO1-MLH1-PMS2 complex	Q9UQ84
423	EXO1-MLH1-PMS2 complex	P40692
423	EXO1-MLH1-PMS2 complex	P54278
424	EXO1-MLH1-PCNA complex	Q9UQ84
424	EXO1-MLH1-PCNA complex	P40692
424	EXO1-MLH1-PCNA complex	P12004
425	MSH4-MSH5-GPS2 complex	Q13227
425	MSH4-MSH5-GPS2 complex	O15457
425	MSH4-MSH5-GPS2 complex	O43196
426	Meprin A	Q16819
426	Meprin A	Q16820
428	Molybdopterin synthase	O96007
428	Molybdopterin synthase	O96033
429	Phosphatidylinositol 3-kinase complex (PIK3C3, PIK3R4)	Q8NEB9
429	Phosphatidylinositol 3-kinase complex (PIK3C3, PIK3R4)	Q99570
43	Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN variant)	Q96BI3
43	Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN variant)	Q92542
43	Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN variant)	P49768
43	Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN variant)	Q9NZ42
430	18S U11/U12 snRNP	Q9BV90
430	18S U11/U12 snRNP	Q6IEG0
430	18S U11/U12 snRNP	O43143
430	18S U11/U12 snRNP	Q8N8D1
430	18S U11/U12 snRNP	Q6P2Q9
430	18S U11/U12 snRNP	Q96LT9
430	18S U11/U12 snRNP	O75533
430	18S U11/U12 snRNP	Q9Y3B4
430	18S U11/U12 snRNP	Q13435
430	18S U11/U12 snRNP	Q15393
430	18S U11/U12 snRNP	Q15427
430	18S U11/U12 snRNP	Q9BWJ5
430	18S U11/U12 snRNP	P14678
430	18S U11/U12 snRNP	P62314
430	18S U11/U12 snRNP	P62316
430	18S U11/U12 snRNP	P62318
430	18S U11/U12 snRNP	P62304
430	18S U11/U12 snRNP	P62306
430	18S U11/U12 snRNP	P62308
430	18S U11/U12 snRNP	Q16560
430	18S U11/U12 snRNP	P67809
430	18S U11/U12 snRNP	Q8TBF4
430	18S U11/U12 snRNP	Q9UDW3
430	18S U11/U12 snRNP	Q15696
431	MSH2-MSH6-PMS2-MLH1 complex	P40692
431	MSH2-MSH6-PMS2-MLH1 complex	P43246
431	MSH2-MSH6-PMS2-MLH1 complex	P52701
431	MSH2-MSH6-PMS2-MLH1 complex	P54278
432	N-NOS-CHIP-HSP70-1 complex	P08107
